PartnerName,Id,Title,Description,Brand,Link,ImageLink,CategoryName,Mrp,OfferPrice,EffectivePrice,Availability,PartnerIdFromUrl,PartnerIdFromDb
Snapdeal,,Japanese Choice Jasmin Uncooked Rice - 1kg,"Type: Rice Sub Type: Speciality_Rice Country of Origin: Thailand Cuisine: International Food Pefrence: Vegetarian Variant/Flavour: Jasmin Net Weight (Gram): 1000 Net Volume (ml): 1000 Product Substance: Dry Product Packing Type: Carton Boxes Shelf Life (In Days): 365 ",Japanese Choice,http://www.snapdeal.com/product/japanese-choice-jasmin-uncooked-rice/682344130270?utm_source=aff_prog&utm_campaign=afts&offer_id=17&aff_id=77922,http://n1.sdlcdn.com/imgs/a/6/0/Japanese-Choice-Jasmin-Uncooked-Rice-SDL505870514-1-f6018.jpg,"Staples, Oils & Spices",450,450,450,in stock,682344130270,682344130270
Snapdeal,,Cadbury Center Filled Chocolate Peppermint 200 Gm,"Cadbury Type:Center Filled Chocolate Flavour/Variant (Actual):Peppermint Homemade:No Food Preference:Vegetarian Country of Origin:UK ",Cadbury,http://www.snapdeal.com/product/cadbury-center-filled-chocolate-peppermint/646381815742?utm_source=aff_prog&utm_campaign=afts&offer_id=17&aff_id=77922,http://n1.sdlcdn.com/imgs/c/8/v/Cadbury-Center-Filled-Chocolate-Peppermint-SDL496352496-1-ab231.jpg,"Chocolates, Mints & Candies",670,665,665,in stock,646381815742,646381815742
Snapdeal,,Figaro Olive Oil Extra Virgin Bottle 250 Ml,"Brand : Figaro Type : Oils Sub Type : Olive Oils Country Of Origin : India Cuisine : Indian Food Preference : Vegetarian Disclaimer : Food Products are Non- Cancellable and Non-Returnable ",Figaro,http://www.snapdeal.com/product/figaro-olive-oil-extra-virgin/663188664112?utm_source=aff_prog&utm_campaign=afts&offer_id=17&aff_id=77922,http://n1.sdlcdn.com/imgs/d/s/h/unnamed_2_-9be27.png,"Staples, Oils & Spices",241,241,241,in stock,663188664112,663188664112
Snapdeal,,Basso Extra Virgin Olive Oil - 5l,"Type: Oils Sub Type: Olive Oils Country of Origin: Italy Cuisine: International Food Pefrence: Vegetarian Variant/Flavour: Olive Oil Net Volume (ml): 5000 : 5000 Product Substance: Liquid Product Packing Type: Tin Boxes Shelf Life (In Days): 730 ",Basso,http://www.snapdeal.com/product/basso-extra-virgin-olive-oil/668089025675?utm_source=aff_prog&utm_campaign=afts&offer_id=17&aff_id=77922,http://n1.sdlcdn.com/imgs/a/6/0/Basso-Extra-Virgin-Olive-Oil-SDL484817838-1-c119f.jpg,"Staples, Oils & Spices",5999,5500,5500,in stock,668089025675,668089025675
Snapdeal,,Basso Pomace Olive Oil - 500ml,"Type: Oils Sub Type: Olive Oils Country of Origin: Italy Cuisine: International Food Pefrence: Vegetarian Variant/Flavour: Olive Oil Net Volume (ml): 500 : 500 Product Substance: Liquid Product Packing Type: Pet Bottle Shelf Life (In Days): 730 ",Basso,http://www.snapdeal.com/product/basso-pomace-olive-oil-500ml/625190859670?utm_source=aff_prog&utm_campaign=afts&offer_id=17&aff_id=77922,http://n1.sdlcdn.com/imgs/a/6/0/Basso-Pomace-Olive-Oil-500ml-SDL482563662-1-48c67.jpg,"Staples, Oils & Spices",425,400,400,in stock,625190859670,625190859670
Snapdeal,,Real Thai Yellow Curry Sauce 227 Gm,"Real Thai Flavour/Variant (Actual):Yellow Curry No Onion No Garlic:No Food Preference:Vegetarian Country of Origin:Thailand ",Real Thai,http://www.snapdeal.com/product/real-thai-yellow-curry-sauce/639288645828?utm_source=aff_prog&utm_campaign=afts&offer_id=17&aff_id=77922,http://n1.sdlcdn.com/imgs/c/6/5/Real-Thai-Yellow-Curry-Sauce-SDL482007138-1-25148.jpg,Sauces & Dressings,200,200,200,in stock,639288645828,639288645828
Snapdeal,,Basso Pomace Olive Oil - 250ml,"Type: Oils Sub Type: Olive Oils Country of Origin: Italy Cuisine: International Food Pefrence: Vegetarian Variant/Flavour: Olive Oil Net Volume (ml): 250 : 250 Product Substance: Liquid Product Packing Type: Pet Bottle Shelf Life (In Days): 730 ",Basso,http://www.snapdeal.com/product/basso-pomace-olive-oil-250ml/661289061407?utm_source=aff_prog&utm_campaign=afts&offer_id=17&aff_id=77922,http://n1.sdlcdn.com/imgs/a/6/0/Basso-Pomace-Olive-Oil-250ml-SDL479230100-1-63fb6.jpg,"Staples, Oils & Spices",240,220,220,in stock,661289061407,661289061407
Snapdeal,,American Garden Bread Crumbs Plain - 15oz - 425g - Pack Of 2,"Type: Baking Flours & Additives Sub Type: Other Additives Country of Origin: USA Cuisine: European Food Preference: Vegetarian Variant/Flavour: Plain Net Weight (Gram): 425 Combo Net Weight: 850 Product Substance: Dry Product Packing Type: Carton Boxes Shelf Life (In Days): 730 ",AMERICAN GARDEN,http://www.snapdeal.com/product/american-garden-bread-crumbs-plain/630631395033?utm_source=aff_prog&utm_campaign=afts&offer_id=17&aff_id=77922,http://n1.sdlcdn.com/imgs/a/6/0/American-Garden-Bread-Crumbs-Plain-SDL513089585-1-f8c45.jpg,Baking Essentials,400,370,370,in stock,630631395033,630631395033
Snapdeal,,Basso Extra Virgin Olive Oil - 1l,"Type: Oils Sub Type: Olive Oils Country of Origin: Italy Cuisine: International Food Pefrence: Vegetarian Variant/Flavour: Olive Oil Net Volume (ml): 1000 : 1000 Product Substance: Liquid Product Packing Type: Pet Bottle Shelf Life (In Days): 730 ",Basso,http://www.snapdeal.com/product/basso-extra-virgin-olive-oil/675042738591?utm_source=aff_prog&utm_campaign=afts&offer_id=17&aff_id=77922,http://n1.sdlcdn.com/imgs/a/6/0/Basso-Extra-Virgin-Olive-Oil-SDL474873552-1-cc889.jpg,"Staples, Oils & Spices",1299,1049,1049,in stock,675042738591,675042738591
Snapdeal,,Basso Extra Virgin Olive Oil - 250ml,"Type: Oils Sub Type: Olive Oils Country of Origin: Italy Cuisine: International Food Pefrence: Vegetarian Variant/Flavour: Olive Oil Net Volume (ml): 250 : 250 Product Substance: Liquid Product Packing Type: Pet Bottle Shelf Life (In Days): 730 ",Basso,http://www.snapdeal.com/product/basso-extra-virgin-olive-oil/672989279730?utm_source=aff_prog&utm_campaign=afts&offer_id=17&aff_id=77922,http://n1.sdlcdn.com/imgs/a/6/0/Basso-Extra-Virgin-Olive-Oil-SDL476192923-1-c9fae.jpg,"Staples, Oils & Spices",349,300,300,in stock,672989279730,672989279730
