PartnerName,Id,Title,Description,Brand,Link,ImageLink,CategoryName,Mrp,OfferPrice,EffectivePrice,Availability,PartnerIdFromUrl,PartnerIdFromDb
Snapdeal,,Getbuy Regular Cashew Nut (kaju) 500 Gm Pack Of 2,"Getbuy Type:Cashew nut (Kaju) Preparation:Regular Food Preference:Vegetarian Speciality/Feature:Diabetic Friendly Country of Origin:India ",getbuy,http://www.snapdeal.com/product/getbuy-regular-cashew-nut-kaju/641295754636?utm_source=aff_prog&utm_campaign=afts&offer_id=17&aff_id=77922,http://n1.sdlcdn.com/imgs/d/t/y/Getbuy-Regular-Cashew-nut-Kaju-SDL531048575-1-5746b.jpg,Dry Fruits & Spices,2999,1499,1499,in stock,641295754636,641295754636
Snapdeal,,The Tea Trove Tea Loose Leaf Tropical Delight Tea 100 Gm,"The Tea Trove Product Form:Loose Leaf Flavour (Actual):Tropical Delight Tea Food Preference:Vegetarian Speciality/Feature:No Artifical Flavours Country of Origin:India ",The Tea Trove,http://www.snapdeal.com/product/the-tea-trove-tea-loose/637034156159?utm_source=aff_prog&utm_campaign=afts&offer_id=17&aff_id=77922,http://n1.sdlcdn.com/imgs/d/t/x/The-Tea-Trove-Tea-Loose-SDL925802163-1-6183b.jpg,"Tea, Coffee & Beverages",630,473,473,in stock,637034156159,637034156159
Snapdeal,,Healthbuddy Combo Of Organic Darjeeling Green Tea With Herbs For Weight Loss And Diabetics,"Brand : Healthbuddy Type : Tea Sub Type : Green Tea Country Of Origin : India Cuisine : Indian Food Preference : Vegetarian Disclaimer : Food Products are Non- Cancellable and Non-Returnable Weight : 100 gms each ",HealthBuddy,http://www.snapdeal.com/product/healthbuddy-combo-of-organic-darjeeling/679343004582?utm_source=aff_prog&utm_campaign=afts&offer_id=17&aff_id=77922,http://n1.sdlcdn.com/imgs/b/0/4/Healthbuddy-Combo-of-Organic-Darjeeling-SDL176000179-1-dbb35.jpg,"Tea, Coffee & Beverages",490,441,441,in stock,679343004582,679343004582
Snapdeal,,Abee's Roasted Peanuts Butter Chunky 400 Gm Pack Of 2,"ABEE'S Flavour (Actual):Roasted Peanuts Form:Chunky Food Preference:Vegetarian Speciality/Feature:Cholesterol Free Country of Origin:India ",ABEE'S,http://www.snapdeal.com/product/abees-roasted-peanuts-butter-chunky/682411184042?utm_source=aff_prog&utm_campaign=afts&offer_id=17&aff_id=77922,http://n1.sdlcdn.com/imgs/d/h/i/ABEE-S-Roasted-Peanuts-Butter-SDL880601870-1-e2779.jpg,Breakfast Foods,450,375,375,in stock,682411184042,682411184042
Snapdeal,,Abee's Roasted Peanuts Butter Creamy 400 Gm Pack Of 2,"ABEE'S Flavour (Actual):Roasted Peanuts Form:Creamy & Crunchy Food Preference:Vegetarian Speciality/Feature:Cholesterol Free Country of Origin:India ",ABEE'S,http://www.snapdeal.com/product/abees-roasted-peanuts-butter-creamy/664409022556?utm_source=aff_prog&utm_campaign=afts&offer_id=17&aff_id=77922,http://n1.sdlcdn.com/imgs/d/h/i/ABEE-S-Roasted-Peanuts-Butter-SDL283215120-1-197e5.jpg,Breakfast Foods,450,375,375,in stock,664409022556,664409022556
Snapdeal,,The Tea Trove Tea Loose Leaf Tour Bus Tea 100 Gm,"The Tea Trove Product Form:Loose Leaf Flavour (Actual):Tour Bus Tea Food Preference:Vegetarian Speciality/Feature:No Artifical Flavours Country of Origin:India ",The Tea Trove,http://www.snapdeal.com/product/the-tea-trove-tea-loose/674696063923?utm_source=aff_prog&utm_campaign=afts&offer_id=17&aff_id=77922,http://n1.sdlcdn.com/imgs/d/t/x/The-Tea-Trove-Tea-Loose-SDL595896411-1-5e42d.jpg,"Tea, Coffee & Beverages",460,345,345,in stock,674696063923,674696063923
Snapdeal,,Kellogg Real Honey Corn Flakes 125 Gm,"Brand : Kelloggs Type : Flakes Sub Type : Corn Flakes Country Of Origin : India Cuisine : Indian Food Preference : Vegetarian Disclaimer : Food Products are Non- Cancellable and Non-Returnable ",Kellogg's,http://www.snapdeal.com/product/kellogg-real-honey-corn-flakes/653895112668?utm_source=aff_prog&utm_campaign=afts&offer_id=17&aff_id=77922,http://n1.sdlcdn.com/imgs/b/w/e/Kellogg-Real-Honey-Corn-Flakes-SDL489354406-1-22240.jpg,Breakfast Foods,55,55,55,in stock,653895112668,653895112668
Snapdeal,,Gerber Infant Formula 6 Months + 42 Gm,"Gerber Type:Infant Formula Age:6 Months + Speciality/Feature:Natural Food Preference:Vegetarian ",Gerber,http://www.snapdeal.com/product/gerber-infant-formula-6-months/624281880881?utm_source=aff_prog&utm_campaign=afts&offer_id=17&aff_id=77922,http://n1.sdlcdn.com/imgs/d/p/r/Gerber-Infant-Formula-6-Months-SDL642038547-1-6a86b.jpg,Baby Food,995,995,995,in stock,624281880881,624281880881
Snapdeal,,Getbuy Regular Almond (badam) 500 Gm,"Getbuy Type:Almond (Badam) Preparation:Regular Food Preference:Vegetarian Speciality/Feature:Diabetic Friendly Country of Origin:India ",getbuy,http://www.snapdeal.com/product/getbuy-regular-almond-badam-500/670022429421?utm_source=aff_prog&utm_campaign=afts&offer_id=17&aff_id=77922,http://n1.sdlcdn.com/imgs/d/t/w/Getbuy-Regular-Almond-Badam-500-SDL106587389-1-61254.jpg,Dry Fruits & Spices,2899,989,989,in stock,670022429421,670022429421
Snapdeal,,Getbuyin Regular Almond (badam) 500 Gm,"Getbuyin Type:Almond (Badam) Preparation:Regular Food Preference:Vegetarian Speciality/Feature:Diabetic Friendly Country of Origin:India ",Getbuyin,http://www.snapdeal.com/product/getbuyin-regular-almond-badam-500/631208047249?utm_source=aff_prog&utm_campaign=afts&offer_id=17&aff_id=77922,http://n1.sdlcdn.com/imgs/d/t/w/Getbuyin-Regular-Almond-Badam-500-SDL764695705-1-2d593.jpg,Dry Fruits & Spices,1799,559,559,in stock,631208047249,631208047249
Snapdeal,,Tulsi W-320 Diamond Cashew - 1 Kg,"Brand : Tulsi Type : Dry Fruits Sub Type : Cashews & Almonds Country Of Origin : India Cuisine : Indian Food Preference : Vegetarian Food Specification : No Added Colors Disclaimer : Food Products are Non- Cancellable and Non-Returnable ",Tulsi,http://www.snapdeal.com/product/tulsi-w320-diamond-cashew-1/628063709884?utm_source=aff_prog&utm_campaign=afts&offer_id=17&aff_id=77922,http://n1.sdlcdn.com/imgs/b/y/i/Tulsi-W-320-Diamond-Cashew-SDL193391002-1-fb8bd.jpg,Dry Fruits & Spices,1099,1099,1099,in stock,628063709884,628063709884
Snapdeal,,Getbuyin Regular Almond (badam) 500 Gm,"Getbuyin Type:Almond (Badam) Preparation:Regular Food Preference:Vegetarian Speciality/Feature:Diabetic Friendly Country of Origin:India ",Getbuyin,http://www.snapdeal.com/product/getbuyin-regular-almond-badam-500/620039908669?utm_source=aff_prog&utm_campaign=afts&offer_id=17&aff_id=77922,http://n1.sdlcdn.com/imgs/d/t/w/Getbuyin-Regular-Almond-Badam-500-SDL767584059-1-44744.jpg,Dry Fruits & Spices,2899,989,989,in stock,620039908669,620039908669
Snapdeal,,Getbuy Regular Almond (badam) 500 Gm,"Getbuy Type:Almond (Badam) Preparation:Regular Food Preference:Vegetarian Speciality/Feature:Diabetic Friendly Country of Origin:India ",getbuy,http://www.snapdeal.com/product/getbuy-regular-almond-badam-500/626163854100?utm_source=aff_prog&utm_campaign=afts&offer_id=17&aff_id=77922,http://n1.sdlcdn.com/imgs/d/t/w/Getbuy-Regular-Almond-Badam-500-SDL334467031-1-8f276.jpg,Dry Fruits & Spices,1799,559,559,in stock,626163854100,626163854100
Snapdeal,,Getbuy Regular Almond (badam) 500 Gm Pack Of 2,"Getbuy Type:Almond (Badam) Preparation:Regular Food Preference:Vegetarian Speciality/Feature:Diabetic Friendly Country of Origin:India ",getbuy,http://www.snapdeal.com/product/getbuy-regular-almond-badam-500/649363902436?utm_source=aff_prog&utm_campaign=afts&offer_id=17&aff_id=77922,http://n1.sdlcdn.com/imgs/d/t/w/Getbuy-Regular-Almond-Badam-500-SDL404871692-1-3c69e.jpg,Dry Fruits & Spices,2899,989,989,in stock,649363902436,649363902436
Snapdeal,,Getbuyin Regular Almond (badam) 500 Gm Pack Of 2,"Getbuyin Type:Almond (Badam) Preparation:Regular Food Preference:Vegetarian Speciality/Feature:Diabetic Friendly Country of Origin:India ",Getbuyin,http://www.snapdeal.com/product/getbuyin-regular-almond-badam-500/685961253177?utm_source=aff_prog&utm_campaign=afts&offer_id=17&aff_id=77922,http://n1.sdlcdn.com/imgs/d/t/w/Getbuyin-Regular-Almond-Badam-500-SDL898488391-1-dc864.jpg,Dry Fruits & Spices,2899,989,989,in stock,685961253177,685961253177
