PartnerName,Id,Title,Description,Brand,Link,ImageLink,CategoryName,Mrp,OfferPrice,EffectivePrice,Availability,PartnerIdFromUrl,PartnerIdFromDb
Snapdeal,,Veet Sensitive Skin Hair Removal Cream 60 Gm,"Brand: Veet Type: Hair Removal Cream Quantity: 60 gm Enriched with carmelia seed oil Has new, refreshing fragrances inspired by nature Gently removes hair close to the roots, revealing smooth and visibly bright, glowing skin Made from high quality, premium ingredients Premium, vibrant and nature inspired packaging thats differentiated from base Disclaimer: Product colour may slightly vary due to photographic lighting sources or your monitor settings Product Code: VHRSNN60 ",Veet,http://www.snapdeal.com/product/veet-naturals-hair-removal-cream/1992498873?utm_source=aff_prog&utm_campaign=afts&offer_id=17&aff_id=77922,http://n1.sdlcdn.com/imgs/b/z/h/VeetSensitiveSkinHairRemovalCream_60gm-66ff4.jpg,Feminine Care,110,110,110,in stock,1992498873,1992498873
Snapdeal,,Aqua Wax Heater,"Brand : Aqua Composition : Standard Application : Body Skin Type : All Skin Types ",Gorgeous,http://www.snapdeal.com/product/gorgeous-wax-heater/618489567123?utm_source=aff_prog&utm_campaign=afts&offer_id=17&aff_id=77922,http://n1.sdlcdn.com/imgs/a/v/0/Gorgeous-Wax-Heater-SDL055778683-1-1bfd6.jpg,Feminine Care,499,175,175,in stock,618489567123,618489567123
Snapdeal,,Veet Brightening Sensitive Skin Hair Removal Cream 60 Gm,"Brand : Veet Quantity : 1 Product type : Hair Removal ",Veet,http://www.snapdeal.com/product/veet-hair-removal-cream-brightening/684514417729?utm_source=aff_prog&utm_campaign=afts&offer_id=17&aff_id=77922,http://n1.sdlcdn.com/imgs/c/t/2/Veet-Brightening-Sensitive-skin-Hair-SDL548163582-1-76b0b.jpg,Feminine Care,110,105,105,in stock,684514417729,684514417729
Snapdeal,,Veet Normal Skin Hair Removal Cream 25 Gm,"Brand : Veet Quantity : 1 Purpose : Hair Remover Cream Product Features : Enriched with microbeads Not only removes short, stubborn hair but also gently removes dead skin cells to reveal smooth and visibly brighter skin with every depilation Dermatologically tested Comes with skin-o-meter to measure the difference in skin tone (before and after) ",Veet,http://www.snapdeal.com/product/veet-normal-skin-hair-removal/644719672091?utm_source=aff_prog&utm_campaign=afts&offer_id=17&aff_id=77922,http://n1.sdlcdn.com/imgs/c/u/y/Veet_Normal_Skin_Hair_Removal_SDL202700565_1_e5429-230c4.jpg,Feminine Care,59,56,56,in stock,644719672091,644719672091
Snapdeal,,Stayfree Xl Sanitary Pads,"Stayfree Pad Type:Ultra Pad Size:XL Cover type:Dry ",Stayfree,http://www.snapdeal.com/product/stayfree-secure-dry-xl-with/669631494249?utm_source=aff_prog&utm_campaign=afts&offer_id=17&aff_id=77922,http://n1.sdlcdn.com/imgs/b/7/6/Stayfree-Secure-XL-Dry-cover-SDL124944131-1-aed90.jpg,Feminine Care,40,40,40,in stock,669631494249,669631494249
Snapdeal,,"Stayfree Advanced Xl Soft Ultra-thin (with Wings, 14 Pads)","Brand : Stayfree Product Features : SilkTouch cover and curved grooves for extra comfort and reliable protection Shaped for a natural and comfortable fit Imported from Germany Shaped for a natural and comfortable fit ",Stayfree,http://www.snapdeal.com/product/stayfree-advanced-xl-ultracomfort-xl/633097632205?utm_source=aff_prog&utm_campaign=afts&offer_id=17&aff_id=77922,http://n1.sdlcdn.com/imgs/b/7/6/Stayfree-Advanced-XL-Soft-Ultra-SDL120795755-1-73564.jpg,Feminine Care,155,155,155,in stock,633097632205,633097632205
Snapdeal,,"Stayfree Advanced All Nights Soft Ultra-thin Xl (with Wings, 7 Pads)","Brand : Stayfree Product Features : Soft touch cover helps prevent rashes and skin irritation Odour control system with natural plant extracts helps prevent odour for a fresh and confident feeling Blue gel core locks-in fluid for best ever protection ",Stayfree,http://www.snapdeal.com/product/stayfree-advanced-all-night-ultracomfort/659869113988?utm_source=aff_prog&utm_campaign=afts&offer_id=17&aff_id=77922,http://n1.sdlcdn.com/imgs/b/7/6/Stayfree-Advanced-All-Nights-Soft-SDL117541635-1-1ba29.jpg,Feminine Care,83,83,83,in stock,659869113988,659869113988
Snapdeal,,"Stayfree Advanced Xl Soft Ultra-thin (with Wings, 28 Pads)","Brand : Stayfree Product Features : Unique Night Guard 5 feature that helps give all-round night protection Extra long and extra wide for protection against leakage from all sides Dry-Max Cover for the best dry feel throughout the night ",Stayfree,http://www.snapdeal.com/product/stayfree-advanced-xl-ultracomfort-xl/675999767002?utm_source=aff_prog&utm_campaign=afts&offer_id=17&aff_id=77922,http://n1.sdlcdn.com/imgs/b/7/6/Stayfree-Advanced-XL-Soft-Ultra-SDL118666915-1-83011.jpg,Feminine Care,290,290,290,in stock,675999767002,675999767002
Snapdeal,,Stayfree Drymax All Night Ultra-dry Xl 7 Pads,"Brand : Stayfree Product Features : Unique Night Guard 5 feature that helps give all-round night protection Extra long and extra wide for protection against leakage from all sides Dry-Max Cover for the best dry feel throughout the night ",Stayfree,http://www.snapdeal.com/product/stayfree-drymax-all-night-ultradry/666109824718?utm_source=aff_prog&utm_campaign=afts&offer_id=17&aff_id=77922,http://n1.sdlcdn.com/imgs/b/6/c/SDL115501777_StayfreeDryMaxAllNight_07Pads-ac1f8.jpg,Feminine Care,85,85,85,in stock,666109824718,666109824718
Snapdeal,,Gillette Venus Manual Razor For Women,"Brand : Gillette Quantity : 1 Pc Purpose : Shaving Product Features : Rounded head with three movable blades Indicator Strip with Aloe Vera and Vitamin E Pivoting Razor Head Protective Honeycomb Guard Others : Indicator strip enhances the lubrication & hydrates the skin Flexible movement helps avoid nicks and cuts Honeycomb Guard helps the blade glide over the skin easily ",Gillette,http://www.snapdeal.com/product/gillette-venus-razor/673885800743?utm_source=aff_prog&utm_campaign=afts&offer_id=17&aff_id=77922,http://n1.sdlcdn.com/imgs/d/g/7/Venus-bdf38.jpg,Feminine Care,199,159,159,in stock,673885800743,673885800743
